DateTime,Segment,Segment_Label,Daily_Energy_kWh,Max_Active_Power,Peak_to_Average_Ratio,Power_Variability,Sub_Metering_1,Sub_Metering_2,Sub_Metering_3,Submeter_1_kWh,Submeter_2_kWh,Submeter_3_kWh,Submeter_Total_kWh,Reactive_to_Active_Ratio,Avg_Voltage,DayOfWeek,IsWeekend,Month,Year
2007-09-27,2,Low Consumption High Variability,23.209999999999997,5.786,5.982938388625592,1.0471880012698023,1066.0,643.0,7324.0,1.066,0.643,7.324,9.033,0.10822203073387908,239.56705555555556,3,0,9,2007
2007-09-28,2,Low Consumption High Variability,28.008300000000002,7.244,6.207302835230985,0.977845236575388,996.0,3722.0,9952.0,0.996,3.722,9.952,14.67,0.1325309521344268,239.46243055555558,4,0,9,2007
2007-09-29,1,High Consumption High Demand,38.27536666666666,7.592,4.76045080343232,0.8929809350613015,4085.0,7457.0,8190.0,4.085,7.457,8.19,19.732,0.07930339879173813,239.1401111111111,5,1,9,2007
2007-09-30,0,Moderate Stable Consumption,25.2715,4.17,3.960192311497141,0.8666194059864121,1405.0,582.0,10225.0,1.405,0.582,10.225,12.212,0.1078870136979074,240.0647847222222,6,1,9,2007
2007-10-01,1,High Consumption High Demand,28.682033333333333,7.624,6.379464031490096,0.972976480897134,1507.0,6622.0,5960.0,1.507,6.622,5.96,14.088999999999999,0.08526475923952394,239.23991666666666,0,0,10,2007
2007-10-02,1,High Consumption High Demand,36.647733333333335,6.034,3.951567718603788,0.6973737410639727,508.0,8022.0,12815.0,0.508,8.022,12.815,21.345,0.07359618421148374,238.49379166666665,1,0,10,2007
2007-10-03,1,High Consumption High Demand,21.340899999999998,5.604,6.302264665501455,1.062041697535292,979.0,5024.0,3692.0,0.979,5.024,3.692,9.695,0.12318911885940455,239.26106944444444,2,0,10,2007
2007-10-04,2,Low Consumption High Variability,25.307633333333335,6.446,6.112938257100295,0.9697829928180284,2400.0,444.0,9710.0,2.4,0.444,9.71,12.554,0.09117670689607484,239.2050763888889,3,0,10,2007
2007-10-05,0,Moderate Stable Consumption,23.23486666666667,5.038,5.203903329192047,0.7703373106393222,0.0,351.0,9425.0,0.0,0.351,9.425,9.776,0.1080531270533078,238.8271111111111,4,0,10,2007
2007-10-06,2,Low Consumption High Variability,29.270666666666667,6.252,5.126224206258825,0.8481792627555688,4840.0,347.0,9666.0,4.84,0.347,9.666,14.853,0.10601740081082311,238.38071527777777,5,1,10,2007
2007-10-07,1,High Consumption High Demand,35.1019,6.16,4.211737826157559,0.9239257450085823,2498.0,8255.0,10886.0,2.498,8.255,10.886,21.639,0.07273015610740918,238.8262777777778,6,1,10,2007
2007-10-08,2,Low Consumption High Variability,18.254033333333332,5.372,7.062986992828982,0.9734912788360783,0.0,420.0,5082.0,0.0,0.42,5.082,5.502,0.11129595103182677,239.09654861111113,0,0,10,2007
2007-10-09,2,Low Consumption High Variability,28.130966666666666,6.796,5.798023293428713,1.0358039328226032,2034.0,2147.0,9290.0,2.034,2.147,9.29,13.470999999999998,0.09467739584728099,238.87914583333333,1,0,10,2007
2007-10-10,2,Low Consumption High Variability,19.44953333333333,6.722,8.294697730536809,1.2696693709342313,1863.0,2117.0,3345.0,1.863,2.117,3.345,7.325,0.11375765656759546,239.4211597222222,2,0,10,2007
2007-10-11,2,Low Consumption High Variability,28.8741,6.426,5.341257389840723,1.0302713673564132,2630.0,414.0,7806.0,2.63,0.414,7.806,10.85,0.08837678057497897,238.4441527777778,3,0,10,2007
2007-10-12,1,High Consumption High Demand,31.908399999999997,5.688,4.2782464805505755,0.9080372198133948,1020.0,5028.0,11659.0,1.02,5.028,11.659,17.707,0.07207297555920489,238.48131250000003,4,0,10,2007
2007-10-13,1,High Consumption High Demand,32.11213333333333,9.036,6.753335187945573,1.097007590503147,969.0,3799.0,8463.0,0.969,3.799,8.463,13.230999999999998,0.06498270643287479,238.76540972222222,5,1,10,2007
2007-10-14,1,High Consumption High Demand,34.3542,7.884,5.507798173149135,0.913909953164529,2930.0,7494.0,7126.0,2.93,7.494,7.126,17.55,0.07279556308496002,239.1010347222222,6,1,10,2007
2007-10-15,0,Moderate Stable Consumption,21.1055,4.846,5.510601501978158,0.9795364526659501,1061.0,339.0,7654.0,1.061,0.339,7.654,9.054,0.09332638411788396,239.29270833333334,0,0,10,2007
2007-10-16,1,High Consumption High Demand,32.7407,7.152,5.242649057594981,0.9020928825928787,0.0,7871.0,9876.0,0.0,7.871,9.876,17.747,0.09438507219861925,238.86261805555554,1,0,10,2007
2007-10-17,0,Moderate Stable Consumption,26.28216666666667,6.9,6.300850386510499,0.9176280381918475,1065.0,453.0,8968.0,1.065,0.453,8.968,10.486,0.08649718123188728,239.19213194444444,2,0,10,2007
2007-10-18,0,Moderate Stable Consumption,25.308833333333332,5.78,5.481090264927266,0.9316811485681401,1162.0,317.0,9864.0,1.162,0.317,9.864,11.343,0.080670121762494,239.80028472222222,3,0,10,2007
2007-10-19,1,High Consumption High Demand,34.7608,6.192,4.275160525649582,0.7953775642522407,1299.0,3124.0,11648.0,1.299,3.124,11.648,16.070999999999998,0.05824472777764991,239.65217361111112,4,0,10,2007
2007-10-20,0,Moderate Stable Consumption,27.67076666666667,5.57,4.831091296109131,0.7683760138556534,2363.0,296.0,13225.0,2.363,0.296,13.225,15.884,0.0840501949711067,241.82481944444444,5,1,10,2007
2007-10-21,1,High Consumption High Demand,32.36566666666667,7.44,5.516957269534589,1.0293892842395005,3712.0,4357.0,7313.0,3.712,4.357,7.313,15.382000000000001,0.07931655972893085,241.49074305555555,6,1,10,2007
2007-10-22,0,Moderate Stable Consumption,27.548266666666667,5.326,4.6400015487967785,0.598463862140746,0.0,299.0,13027.0,0.0,0.299,13.027,13.325999999999999,0.0704279035099607,240.54540277777778,0,0,10,2007
2007-10-23,1,High Consumption High Demand,32.66153333333333,8.498,6.244409835831345,0.9779300043268695,1067.0,5214.0,10680.0,1.067,5.214,10.68,16.961,0.06533985952894637,241.23120833333334,1,0,10,2007
2007-10-24,1,High Consumption High Demand,31.093933333333332,5.826,4.496825747359077,0.9942372803994258,4459.0,364.0,9115.0,4.459,0.364,9.115,13.937999999999999,0.07867665503881786,240.80827083333332,2,0,10,2007
2007-10-25,1,High Consumption High Demand,30.898633333333333,6.544,5.082943258547574,1.019967989416703,1478.0,2433.0,7385.0,1.478,2.433,7.385,11.296,0.0713084397476048,240.47263194444446,3,0,10,2007
2007-10-26,0,Moderate Stable Consumption,23.959466666666668,5.802,5.811815510640192,0.8017683878700802,0.0,348.0,5766.0,0.0,0.348,5.766,6.114,0.0762927388478319,240.68085416666665,4,0,10,2007
2007-10-27,1,High Consumption High Demand,29.761466666666667,6.678,5.385218470415884,1.1075980592657506,1374.0,4856.0,8949.0,1.374,4.856,8.949,15.179,0.061145060055284015,240.20120833333334,5,1,10,2007
2007-10-28,3,Very Low Consumption,8.535966666666667,1.516,4.262434639310525,0.8304097720745071,0.0,283.0,1765.0,0.0,0.283,1.765,2.048,0.18021391836113076,240.86605555555556,6,1,10,2007
2007-10-29,3,Very Low Consumption,9.090466666666666,1.606,4.240046348922315,0.886151473777009,0.0,269.0,2749.0,0.0,0.269,2.749,3.0180000000000002,0.15950409586599884,241.19330555555555,0,0,10,2007
2007-10-30,2,Low Consumption High Variability,13.5168,7.922,14.066051136363635,1.4723088455092748,0.0,1935.0,4256.0,0.0,1.935,4.256,6.191000000000001,0.11077572601010101,240.62592361111112,1,0,10,2007
2007-10-31,2,Low Consumption High Variability,21.386833333333335,6.206,6.964284879326065,1.1392588197929974,0.0,4700.0,8915.0,0.0,4.7,8.915,13.614999999999998,0.08354049609962516,240.33897916666666,2,0,10,2007
2007-11-01,3,Very Low Consumption,8.270266666666666,1.444,4.190433198445838,0.8443777143564919,0.0,293.0,1991.0,0.0,0.293,1.991,2.2840000000000003,0.17138907250068522,240.93840277777778,3,0,11,2007
2007-11-02,2,Low Consumption High Variability,24.060033333333333,5.582,5.56807208635067,0.9530102041634564,1346.0,2115.0,12245.0,1.346,2.115,12.245,15.706,0.06467295002362147,239.3489861111111,4,0,11,2007
2007-11-03,3,Very Low Consumption,8.209166666666667,1.504,4.397035833925489,0.8381034157298161,0.0,282.0,1936.0,0.0,0.282,1.936,2.218,0.17891381585625823,240.19050694444445,5,1,11,2007
2007-11-04,2,Low Consumption High Variability,24.761433333333333,5.506,5.336686217679914,1.2546101475434734,0.0,4387.0,7068.0,0.0,4.387,7.068,11.454999999999998,0.09342620176807212,240.20552083333334,6,1,11,2007
2007-11-05,0,Moderate Stable Consumption,25.009866666666667,3.844,3.6887841598515783,0.7492471863255671,1265.0,397.0,6583.0,1.265,0.397,6.583,8.245000000000001,0.08753212065638093,239.65911111111112,0,0,11,2007
2007-11-06,1,High Consumption High Demand,34.706300000000006,5.844,4.041225944569142,0.7518645033903686,1105.0,5515.0,10690.0,1.105,5.515,10.69,17.31,0.09629663778622326,238.70195833333335,1,0,11,2007
2007-11-07,2,Low Consumption High Variability,30.745966666666668,6.456,5.039490274605124,1.006070397898845,5042.0,301.0,6374.0,5.042,0.301,6.374,11.716999999999999,0.10490264847746966,239.5649097222222,2,0,11,2007
2007-11-08,2,Low Consumption High Variability,25.017666666666667,6.46,6.197220630754267,1.0135735133735004,1715.0,314.0,6500.0,1.715,0.314,6.5,8.529,0.08973525375401382,240.75264583333333,3,0,11,2007
2007-11-09,1,High Consumption High Demand,36.1871,7.046,4.673046472361698,0.7418781107496133,0.0,4573.0,15375.0,0.0,4.573,15.375,19.948,0.05215578663851667,238.71543749999998,4,0,11,2007
2007-11-10,0,Moderate Stable Consumption,43.526666666666664,6.622,3.6512789094807783,0.7826448150091924,3697.0,304.0,13767.0,3.697,0.304,13.767,17.768,0.09099862153469138,239.11040972222222,5,1,11,2007
2007-11-11,2,Low Consumption High Variability,31.452066666666667,9.326,7.116352714501009,0.9113714727452351,3445.0,320.0,6024.0,3.445,0.32,6.024,9.789,0.09835601688071373,240.26026388888891,6,1,11,2007
2007-11-12,1,High Consumption High Demand,35.93576666666667,8.026,5.360230707939072,0.8446635468612059,1018.0,4165.0,13281.0,1.018,4.165,13.281,18.464,0.06375635045122174,239.82559027777776,0,0,11,2007
2007-11-13,1,High Consumption High Demand,36.90663333333334,8.848,5.753762422112015,0.9582578764347054,978.0,4933.0,11076.0,0.978,4.933,11.076,16.987000000000002,0.06365251413702505,241.12297916666668,1,0,11,2007
2007-11-14,0,Moderate Stable Consumption,34.13323333333333,4.604,3.2371969839755392,0.6186340723876904,1055.0,295.0,16345.0,1.055,0.295,16.345,17.695,0.0691359447342131,239.9460277777778,2,0,11,2007
2007-11-15,0,Moderate Stable Consumption,24.866466666666668,4.874,4.7041665214465525,0.9702367423856728,1606.0,571.0,7503.0,1.606,0.571,7.503,9.68,0.0891870443998209,239.98499305555558,3,0,11,2007
2007-11-16,1,High Consumption High Demand,38.4959,6.606,4.118464563758738,0.7778115279724934,1991.0,4660.0,13564.0,1.991,4.66,13.564,20.215,0.053675845999184325,240.9835138888889,4,0,11,2007
2007-11-17,1,High Consumption High Demand,43.50156666666667,6.498,3.5849743342576934,0.7953844473863022,2588.0,2199.0,14990.0,2.588,2.199,14.99,19.777,0.0643769917865027,240.6034236111111,5,1,11,2007
2007-11-18,1,High Consumption High Demand,36.39763333333334,6.41,4.226648435933106,0.9379891932582537,5201.0,2097.0,7066.0,5.201,2.097,7.066,14.364,0.0740716658317528,242.26045833333333,6,1,11,2007
2007-11-19,0,Moderate Stable Consumption,28.727566666666668,6.078,5.077770828716204,0.9346616499853517,1089.0,253.0,10750.0,1.089,0.253,10.75,12.092,0.0649956429770708,242.76635416666664,0,0,11,2007
2007-11-20,1,High Consumption High Demand,34.930933333333336,6.26,4.301058851371468,0.817978556428847,1015.0,3954.0,11026.0,1.015,3.954,11.026,15.995000000000001,0.059561343909123515,241.33882638888886,1,0,11,2007
2007-11-21,0,Moderate Stable Consumption,29.250999999999998,5.954,4.885166319100201,0.8639422993771907,1140.5,549.0,9470.5,1.1405,0.549,9.4705,11.16,0.07498205189566169,241.4952048611111,2,0,11,2007
2007-11-22,1,High Consumption High Demand,32.2063,7.96,5.931758693174938,0.9721418533974959,2867.0,297.0,9001.0,2.867,0.297,9.001,12.165,0.07405797416447507,241.5650486111111,3,0,11,2007
2007-11-23,1,High Consumption High Demand,42.04363333333333,7.308,4.171666102438023,0.8218197493552203,2168.0,6181.0,13685.0,2.168,6.181,13.685,22.034,0.055066601443421084,240.72236805555556,4,0,11,2007
2007-11-24,1,High Consumption High Demand,31.6509,6.068,4.601196174516364,0.835735206877493,1573.0,4131.0,13451.0,1.573,4.131,13.451,19.155,0.07925630340158837,241.80274305555557,5,1,11,2007
2007-11-25,2,Low Consumption High Variability,23.259966666666667,6.456,6.661402495561044,1.1458929493176406,3556.0,279.0,5678.0,3.556,0.279,5.678,9.513,0.08797375748603824,242.66115972222224,6,1,11,2007
2007-11-26,0,Moderate Stable Consumption,26.16193333333333,6.34,5.816083928557777,0.9290492173317413,1088.0,288.0,8926.0,1.088,0.288,8.926,10.302,0.0745676287939984,241.11649305555557,0,0,11,2007
2007-11-27,1,High Consumption High Demand,46.68353333333334,7.212,3.7076885068682315,0.738523578891198,1063.0,11020.0,15111.0,1.063,11.02,15.111,27.194000000000003,0.04997979301766647,241.32109722222222,1,0,11,2007
2007-11-28,0,Moderate Stable Consumption,27.415666666666667,5.75,5.033618247474072,0.8845286020483757,1182.0,769.0,7810.0,1.182,0.769,7.81,9.761,0.07018006735807994,242.89480555555556,2,0,11,2007
2007-11-29,0,Moderate Stable Consumption,28.657633333333333,5.144,4.307962160169076,0.8704720151414647,2031.0,283.0,8818.0,2.031,0.283,8.818,11.132,0.0690391972354079,242.73200347222223,3,0,11,2007
2007-11-30,1,High Consumption High Demand,38.86213333333333,7.446,4.598409419966651,0.7815252358535486,0.0,7941.0,13601.0,0.0,7.941,13.601,21.542,0.06316345645804312,243.48774999999998,4,0,11,2007
2007-12-01,1,High Consumption High Demand,52.24903333333334,7.738,3.5543624092566946,0.7360866359589257,9356.0,353.0,17847.0,9.356,0.353,17.847,27.556,0.09215226310407018,240.2660833333333,5,1,12,2007
2007-12-02,1,High Consumption High Demand,49.10313333333333,8.594,4.200465143432801,0.6942956242077212,2090.0,6915.0,10636.0,2.09,6.915,10.636,19.641,0.11033986968923909,240.73000694444445,6,1,12,2007
2007-12-03,0,Moderate Stable Consumption,29.367666666666665,6.33,5.173036105467465,0.7911699712687427,1141.0,299.0,10428.0,1.141,0.299,10.428,11.868,0.07486351202569719,241.07959027777775,0,0,12,2007
2007-12-04,1,High Consumption High Demand,34.4606,7.448,5.187141256971731,1.0270832764455566,1012.0,5828.0,8561.0,1.012,5.828,8.561,15.401,0.07013613614775521,241.53597916666666,1,0,12,2007
2007-12-05,1,High Consumption High Demand,35.88533333333333,7.604,5.085531693542395,0.8301161002383385,3422.0,295.0,10919.0,3.422,0.295,10.919,14.636000000000001,0.08285557702311065,241.22788194444445,2,0,12,2007
2007-12-06,1,High Consumption High Demand,41.46556666666667,6.838,3.957789877062655,0.7487353287961107,4751.0,318.0,11908.0,4.751,0.318,11.908,16.977,0.06508854334560321,239.7100972222222,3,0,12,2007
2007-12-07,1,High Consumption High Demand,29.483600000000003,7.154,5.823440828121396,0.8505379772445039,459.0,3710.0,10263.0,0.459,3.71,10.263,14.431999999999999,0.0834588268280219,240.6710486111111,4,0,12,2007
2007-12-08,1,High Consumption High Demand,36.89006666666667,6.222,4.0479189519852685,0.915272583521538,1133.0,2354.0,12283.0,1.133,2.354,12.283,15.77,0.06972970140109984,239.55993055555555,5,1,12,2007
2007-12-09,1,High Consumption High Demand,37.90973333333333,8.054,5.09884884444804,1.0518811923645286,4176.0,2428.0,8728.0,4.176,2.428,8.728,15.332,0.08833967002317789,239.9150763888889,6,1,12,2007
2007-12-10,0,Moderate Stable Consumption,29.312566666666665,7.312,5.986783825367278,0.93020430800096,1102.0,278.0,8281.0,1.102,0.278,8.281,9.661000000000001,0.0710798667693151,241.90383333333335,0,0,12,2007
2007-12-11,1,High Consumption High Demand,38.4184,6.56,4.0980363575786605,0.7318756653350764,1050.0,3817.0,12740.0,1.05,3.817,12.74,17.607,0.05800085375757451,241.4602361111111,1,0,12,2007
2007-12-12,0,Moderate Stable Consumption,26.467699999999997,5.256,4.765960019193205,0.8542832316167548,1152.0,254.0,7759.0,1.152,0.254,7.759,9.165000000000001,0.07360291978524768,242.47632638888888,2,0,12,2007
2007-12-13,0,Moderate Stable Consumption,30.79576666666667,6.1,4.753900157272698,0.8973163166562889,1103.0,1448.0,8911.0,1.103,1.448,8.911,11.462,0.06033837984225104,241.82734027777778,3,0,12,2007
2007-12-14,1,High Consumption High Demand,32.913466666666665,9.224,6.726000704878652,0.8828821086607314,980.0,3849.0,12941.0,0.98,3.849,12.941,17.770000000000003,0.09092023123260591,241.9859236111111,4,0,12,2007
2007-12-15,1,High Consumption High Demand,45.6146,8.784,4.621678146909104,0.7615221877808357,1706.0,3687.0,14313.0,1.706,3.687,14.313,19.706,0.057593402112481526,241.28064583333332,5,1,12,2007
2007-12-16,1,High Consumption High Demand,46.036966666666665,7.908,4.122600026500443,0.6958398358712039,3410.0,2281.0,12929.0,3.41,2.281,12.929,18.62,0.04595509840280529,242.6849861111111,6,1,12,2007
2007-12-17,0,Moderate Stable Consumption,29.974933333333336,6.796,5.44134654733733,1.0029884783101506,1636.0,243.0,10567.0,1.636,0.243,10.567,12.446,0.05850221518424283,242.62617708333335,0,0,12,2007
2007-12-18,1,High Consumption High Demand,43.7199,7.226,3.9667062367480255,0.7866224379628362,1123.0,5810.0,11093.0,1.123,5.81,11.093,18.026,0.05492540772813601,242.93998611111112,1,0,12,2007
2007-12-19,0,Moderate Stable Consumption,36.60086666666667,5.892,3.8635150715921114,0.766581976457719,1233.0,2658.0,11679.0,1.233,2.658,11.679,15.57,0.049787527799888154,242.70109722222224,2,0,12,2007
2007-12-20,0,Moderate Stable Consumption,32.49596666666667,5.552,4.1004473375670205,0.7099640265208865,1859.0,276.0,13592.0,1.859,0.276,13.592,15.727,0.06125580713093625,243.16793750000002,3,0,12,2007
2007-12-21,0,Moderate Stable Consumption,33.04293333333333,6.486,4.71096190007344,0.7459873013577984,1191.0,200.0,12251.0,1.191,0.2,12.251,13.642,0.053702859310311435,242.88163194444445,4,0,12,2007
2007-12-22,1,High Consumption High Demand,43.52106666666667,8.526,4.701722996985368,0.8416502430730989,3819.0,4550.0,12673.0,3.819,4.55,12.673,21.042,0.054117086591014926,242.14553472222224,5,1,12,2007
2007-12-23,1,High Consumption High Demand,40.1508,9.686,5.789772557458382,0.8584989388532273,1971.0,3091.0,11962.0,1.971,3.091,11.962,17.024,0.0731708127027772,242.5579375,6,1,12,2007
2007-12-24,1,High Consumption High Demand,37.6308,6.382,4.070282853407315,0.7959441893537502,2985.0,2316.0,14350.0,2.985,2.316,14.35,19.651,0.0663259882861911,242.6504236111111,0,0,12,2007
2007-12-25,1,High Consumption High Demand,44.91613333333333,6.756,3.6099278358778286,0.7805328906037413,4588.0,3368.0,9084.0,4.588,3.368,9.084,17.04,0.05633165217546183,242.98086805555556,1,0,12,2007
2007-12-26,1,High Consumption High Demand,43.00466666666667,6.394,3.568356922504534,0.621680530333382,1109.0,2773.0,9480.0,1.109,2.773,9.48,13.362,0.05437936968080983,242.39239583333332,2,0,12,2007
2007-12-27,1,High Consumption High Demand,42.2033,7.924,4.506187904737308,0.814811039073067,4122.0,1490.0,7960.0,4.122,1.49,7.96,13.572,0.07526346675891854,242.1116111111111,3,0,12,2007
2007-12-28,1,High Consumption High Demand,51.8842,9.59,4.436032549408105,0.884521943172337,1980.0,8554.0,15823.0,1.98,8.554,15.823,26.357,0.06642998575031833,242.28447916666667,4,0,12,2007
2007-12-29,1,High Consumption High Demand,54.982600000000005,6.608,2.884403429448589,0.538920315777419,4836.0,2434.0,14906.0,4.836,2.434,14.906,22.176000000000002,0.06059250259779153,240.55066666666667,5,1,12,2007
2007-12-30,1,High Consumption High Demand,42.6486,7.364,4.144004727001589,0.8580658932429608,3595.0,3597.0,13485.0,3.595,3.597,13.485,20.677,0.06973108925810773,242.0991736111111,6,1,12,2007
2007-12-31,0,Moderate Stable Consumption,36.942366666666665,6.158,4.000609959116498,0.7784201003577077,0.0,3457.0,14071.0,0.0,3.457,14.071,17.528,0.06565903104926503,241.09479166666668,0,0,12,2007
2008-01-01,1,High Consumption High Demand,45.99563333333333,5.686,2.9668903352419687,0.5351960569364437,2461.0,2739.0,12355.0,2.461,2.739,12.355,17.555,0.05163823522377849,241.0366736111111,1,0,1,2008
2008-01-02,0,Moderate Stable Consumption,27.401766666666667,5.6,4.9047932432580374,0.6980404486639995,0.0,3094.0,8987.0,0.0,3.094,8.987,12.081,0.06791897846002629,242.41745138888888,2,0,1,2008
2008-01-03,0,Moderate Stable Consumption,25.168466666666667,5.662,5.399137015365789,0.864414869885346,1130.0,846.0,6671.0,1.13,0.846,6.671,8.647,0.08024724059471244,243.0774583333333,3,0,1,2008
2008-01-04,1,High Consumption High Demand,38.19753333333333,6.324,3.9734502926017914,0.780219932539358,1241.0,5326.0,11752.0,1.241,5.326,11.752,18.319000000000003,0.05964870331941155,241.27338194444442,4,0,1,2008
2008-01-05,0,Moderate Stable Consumption,36.38746666666667,5.326,3.5128579071182013,0.7260493925906587,2113.0,286.0,14591.0,2.113,0.286,14.591,16.99,0.0592988061823485,238.82294444444443,5,1,1,2008
2008-01-06,1,High Consumption High Demand,30.419733333333333,6.376,5.030418850921332,0.9181922785945011,1966.0,2445.0,7824.0,1.966,2.445,7.824,12.235,0.06408011466241212,239.40729166666668,6,1,1,2008
2008-01-07,0,Moderate Stable Consumption,28.26356666666667,5.864,4.979414015923917,0.8849599581659691,1288.0,282.0,10294.0,1.288,0.282,10.294,11.864,0.06850515445679774,240.74393750000002,0,0,1,2008
2008-01-08,1,High Consumption High Demand,34.05916666666666,7.296,5.141171001443567,0.9842756694148131,2197.0,3511.0,9793.0,2.197,3.511,9.793,15.501,0.06236793814685229,240.82180555555558,1,0,1,2008
2008-01-09,0,Moderate Stable Consumption,29.807333333333336,7.54,6.070989242020979,0.8548696765805952,1162.0,284.0,8963.0,1.162,0.284,8.963,10.408999999999999,0.07008118807452304,241.2586388888889,2,0,1,2008
2008-01-10,0,Moderate Stable Consumption,31.567933333333333,5.124,3.8955986982570914,0.7264252618718242,1307.0,285.0,9992.0,1.307,0.285,9.992,11.584000000000001,0.06362152310678135,240.80713888888891,3,0,1,2008
2008-01-11,0,Moderate Stable Consumption,28.4303,4.692,3.9608445918615,0.7040725971416778,1261.0,290.0,7997.0,1.261,0.29,7.997,9.548,0.05597549093748571,240.41004861111108,4,0,1,2008
2008-01-12,1,High Consumption High Demand,47.8568,8.282,4.153390949666505,0.8252294272440576,5594.0,2621.0,11116.0,5.594,2.621,11.116,19.331,0.05667045574853869,239.96018055555552,5,1,1,2008
2008-01-13,1,High Consumption High Demand,48.10175,6.922,3.453678920205606,0.7079005628051585,6505.5,341.5,9378.5,6.5055,0.3415,9.3785,16.2255,0.05015929773864776,239.74699652777778,6,1,1,2008
2008-01-14,1,High Consumption High Demand,33.748866666666665,8.362,5.946510796411929,1.0627291821542388,5918.0,339.0,9738.0,5.918,0.339,9.738,15.995000000000001,0.0593155720784698,240.29900694444444,0,0,1,2008
2008-01-15,1,High Consumption High Demand,44.781866666666666,8.666,4.644379868041827,0.7291445232714181,782.0,6883.0,14512.0,0.782,6.883,14.512,22.177,0.04210930614772646,240.7094861111111,1,0,1,2008
2008-01-16,1,High Consumption High Demand,35.59753333333333,5.312,3.581371742985938,0.7013686484248004,1162.0,3430.0,9391.0,1.162,3.43,9.391,13.983,0.0603646694621163,240.42214583333333,2,0,1,2008
2008-01-17,0,Moderate Stable Consumption,26.2047,6.0,5.4951974264158725,0.806175226729804,1007.0,350.0,8657.0,1.007,0.35,8.657,10.014,0.07423477467782497,241.62799305555555,3,0,1,2008
2008-01-18,0,Moderate Stable Consumption,36.449799999999996,5.55,3.654341038908307,0.6502723011876694,1034.0,846.0,14983.0,1.034,0.846,14.983,16.863,0.054545338154576066,239.93293055555554,4,0,1,2008
2008-01-19,1,High Consumption High Demand,33.0051,6.33,4.602925002499614,0.9577113997700514,2521.0,6054.0,8015.0,2.521,6.054,8.015,16.59,0.0681621931156094,239.60592361111114,5,1,1,2008
2008-01-20,0,Moderate Stable Consumption,29.00613333333333,5.106,4.224761659603026,0.8371351852106054,1775.0,380.0,4940.0,1.775,0.38,4.94,7.095000000000001,0.0796463736405174,239.94454166666668,6,1,1,2008
2008-01-21,0,Moderate Stable Consumption,30.9833,5.36,4.151914095657983,0.7166282351569679,0.0,376.0,10447.0,0.0,0.376,10.447,10.822999999999999,0.0658419212930837,239.56475,0,0,1,2008
2008-01-22,1,High Consumption High Demand,38.7503,8.12,5.029122355181766,1.031610377807445,4670.0,7640.0,7552.0,4.67,7.64,7.552,19.862,0.061703608316150654,240.09477777777778,1,0,1,2008
2008-01-23,0,Moderate Stable Consumption,31.3718,5.306,4.05918691308755,0.6565673451690135,1116.0,387.0,13359.0,1.116,0.387,13.359,14.862,0.05736786965788807,240.90704861111112,2,0,1,2008
2008-01-24,0,Moderate Stable Consumption,27.417033333333332,5.54,4.849540006151893,0.9126092066705932,1107.0,320.0,5935.0,1.107,0.32,5.935,7.362,0.06340705473847766,240.77922916666668,3,0,1,2008
2008-01-25,0,Moderate Stable Consumption,37.330933333333334,5.522,3.5500853626304543,0.6034698493754167,0.0,2421.0,11409.0,0.0,2.421,11.409,13.83,0.053407897650563245,240.70544444444445,4,0,1,2008
2008-01-26,1,High Consumption High Demand,47.2498,9.666,4.9097350676616625,0.8151684316883204,4925.0,311.0,15606.0,4.925,0.311,15.606,20.842,0.05940836433875558,239.76020833333334,5,1,1,2008
2008-01-27,1,High Consumption High Demand,39.6961,10.162,6.143878113970894,0.8632388942568487,3725.0,3818.0,7367.0,3.725,3.818,7.367,14.91,0.059098164975064725,241.3036736111111,6,1,1,2008
2008-01-28,0,Moderate Stable Consumption,38.46993333333333,4.816,3.004528211642339,0.5928829398071145,1142.0,280.0,12792.0,1.142,0.28,12.792,14.214,0.04671873619051416,240.46677777777776,0,0,1,2008
2008-01-29,1,High Consumption High Demand,44.6004,7.962,4.284445879409153,0.7034476282513469,1487.0,6199.0,11077.0,1.487,6.199,11.077,18.762999999999998,0.04378735018818964,240.62310416666668,1,0,1,2008
2008-01-30,0,Moderate Stable Consumption,27.3441,6.134,5.38383051554083,0.767441568039102,0.0,261.0,7261.0,0.0,0.261,7.261,7.522,0.07099032941902153,241.61465277777776,2,0,1,2008
2008-01-31,0,Moderate Stable Consumption,32.56536666666667,6.188,4.560427693633625,0.9022231240178971,1165.0,267.0,9437.0,1.165,0.267,9.437,10.869,0.07041018014025124,241.88574999999997,3,0,1,2008
2008-02-01,0,Moderate Stable Consumption,25.577533333333335,6.56,6.155402006448367,0.7556935815680546,336.0,280.0,7241.0,0.336,0.28,7.241,7.856999999999999,0.11680172443003364,240.36027083333332,4,0,2,2008
2008-02-02,1,High Consumption High Demand,49.00745,8.716,4.268412251606644,0.864542430336864,6283.5,2764.0,15205.0,6.2835,2.764,15.205,24.252499999999998,0.07870299991803967,240.28889930555556,5,1,2,2008
2008-02-03,1,High Consumption High Demand,34.7428,5.5,3.799348354191372,0.8429236936692672,2319.0,4435.0,8452.0,2.319,4.435,8.452,15.206,0.07373614101338982,240.34072222222224,6,1,2,2008
2008-02-04,0,Moderate Stable Consumption,27.13563333333333,5.108,4.517749723917751,0.8795154651740975,1161.0,252.0,9531.0,1.161,0.252,9.531,10.944,0.06389753202738344,240.25520833333334,0,0,2,2008
